,k,ROUGE-1 F1,summary path
0,0,0.582649472450176,finished_summaries/gradesaver/The Brothers Karamazov/overview.json
1,0,0.1608839779005525,finished_summaries/shmoop/The Brothers Karamazov/overview.txt
2,0,0.5965005302226934,finished_summaries/cliffnotes/The Brothers Karamazov/overview.txt
3,0,0.28385637545942893,finished_summaries/sparknotes/The Brothers Karamazov/overview.txt
4,0,0.32147109406006086,finished_summaries/gradesaver/The Portrait of a Lady/overview.json
5,0,0.15082143819014274,finished_summaries/shmoop/The Portrait of a Lady/overview.txt
6,0,0.23304894476874718,finished_summaries/cliffnotes/The Portrait of a Lady/overview.txt
7,0,0.5521203830369357,finished_summaries/sparknotes/The Portrait of a Lady/overview.txt
8,0,0.2980952380952381,finished_summaries/gradesaver/The Prince/overview.json
9,0,0.2654580770475882,finished_summaries/shmoop/The Prince/overview.txt
10,0,0.21826809015421114,finished_summaries/cliffnotes/The Prince/overview.txt
11,0,0.18956208758248352,finished_summaries/sparknotes/The Prince/overview.txt
12,0,0.5017972681524083,finished_summaries/gradesaver/Gargantua and Pantagruel/overview.json
13,0,0.09207818930041153,finished_summaries/shmoop/The Red and the Black/overview.txt
14,0,0.5319913731128684,finished_summaries/cliffnotes/The Red and the Black/overview.txt
15,0,0.40175953079178883,finished_summaries/sparknotes/The Red and the Black/overview.txt
16,0,0.446521287642783,finished_summaries/gradesaver/The Consolation of Philosophy/overview.json
17,0,0.5165511932255582,finished_summaries/gradesaver/The Picture of Dorian Gray/overview.json
18,0,0.4245495495495496,finished_summaries/shmoop/The Picture of Dorian Gray/overview.txt
19,0,0.4680445151033386,finished_summaries/cliffnotes/The Picture of Dorian Gray/overview.txt
20,0,0.3818132018625034,finished_summaries/sparknotes/The Picture of Dorian Gray/overview.txt
21,0,0.6093143596377749,finished_summaries/gradesaver/Lord Jim/overview.json
22,0,0.0849964780464898,finished_summaries/shmoop/Lord Jim/overview.txt
23,0,0.4841741799347784,finished_summaries/cliffnotes/Lord Jim/overview.txt
24,0,0.3748277446026642,finished_summaries/sparknotes/Lord Jim/overview.txt
25,0,0.642255584035152,finished_summaries/gradesaver/Far from the Madding Crowd/overview.json
26,0,0.1274438812454743,finished_summaries/shmoop/Far from the Madding Crowd/overview.txt
27,0,0.1244231755255512,finished_summaries/cliffnotes/Far from the Madding Crowd/overview.txt
28,0,0.32595116411130043,finished_summaries/sparknotes/Far from the Madding Crowd/overview.txt
29,0,0.45665494726268213,finished_summaries/gradesaver/Sense and Sensibility/overview.json
30,0,0.27835429129532413,finished_summaries/shmoop/Sense and Sensibility/overview.txt
31,0,0.30432773756353,finished_summaries/cliffnotes/Sense and Sensibility/overview.txt
32,0,0.37051039697542537,finished_summaries/sparknotes/Sense and Sensibility/overview.txt
33,0,0.4621899576527526,finished_summaries/shmoop/The Tragedy of Antony and Cleopatra/overview.txt
34,0,0.4935483870967741,finished_summaries/gradesaver/The School for Scandal/overview.json
35,0,0.5002610966057441,finished_summaries/gradesaver/The White Devil/overview.json
36,0,0.3978021978021979,finished_summaries/shmoop/The White Devil/overview.txt
37,0,0.8550339533510481,finished_summaries/gradesaver/The Tempest/overview.json
38,0,0.5591666666666666,finished_summaries/shmoop/The Tempest/overview.txt
39,0,0.6171548117154813,finished_summaries/sparknotes/The Tempest/overview.txt
40,0,0.44724220623501204,finished_summaries/gradesaver/Uncle Vanya/overview.json
41,0,0.5354609929078014,finished_summaries/shmoop/Uncle Vanya/overview.txt
42,0,0.47672253258845443,finished_summaries/sparknotes/Uncle Vanya/overview.txt
43,0,0.6474921080322693,finished_summaries/shmoop/The Comedy of Errors/overview.txt
44,0,0.37485172004744954,finished_summaries/sparknotes/The Comedy of Errors/overview.txt
45,0,0.6290076335877863,finished_summaries/gradesaver/The Rime of the Ancient Mariner/overview.json
46,0,0.6367265469061877,finished_summaries/gradesaver/Paradise Lost/overview.json
47,0,0.4651982378854626,finished_summaries/shmoop/Paradise Lost/overview.txt
48,0,0.601423487544484,finished_summaries/sparknotes/Paradise Lost/overview.txt
49,0,0.0,finished_summaries/gradesaver/The Federalist Papers/overview.json
50,0,0.524903071875932,finished_summaries/gradesaver/The Rivals/overview.json
51,0,0.2824760244115083,finished_summaries/gradesaver/Adam Bede/overview.json
52,0,0.2159986583934261,finished_summaries/shmoop/Adam Bede/overview.txt
53,0,0.4806795469686876,finished_summaries/cliffnotes/Adam Bede/overview.txt
54,0,0.24364785056997665,finished_summaries/sparknotes/Adam Bede/overview.txt
55,0,0.45964125560538116,finished_summaries/gradesaver/Northanger Abbey/overview.json
56,0,0.22187569614613498,finished_summaries/shmoop/Northanger Abbey/overview.txt
57,0,0.5208505937586302,finished_summaries/sparknotes/Northanger Abbey/overview.txt
58,0,0.5947291969288234,finished_summaries/gradesaver/Frankenstein/overview.json
59,0,0.33606557377049184,finished_summaries/shmoop/Frankenstein/overview.txt
60,0,0.25649045980606816,finished_summaries/cliffnotes/Frankenstein/overview.txt
61,0,0.3870967741935483,finished_summaries/sparknotes/Frankenstein/overview.txt
62,0,0.2733598409542744,finished_summaries/shmoop/My Antonia/overview.txt
63,0,0.640655105973025,finished_summaries/cliffnotes/My Antonia/overview.txt
64,0,0.2936596218020022,finished_summaries/sparknotes/My Antonia/overview.txt
65,0,0.4813397129186603,finished_summaries/gradesaver/A Vindication of the Rights of Woman/overview.json
66,0,0.3618721461187215,finished_summaries/shmoop/A Vindication of the Rights of Woman/overview.txt
67,0,0.17369727047146402,finished_summaries/gradesaver/Little Women/overview.json
68,0,0.11292346298619825,finished_summaries/shmoop/Little Women/overview.txt
69,0,0.27427821522309714,finished_summaries/sparknotes/Little Women/overview.txt
70,0,0.36382536382536385,finished_summaries/shmoop/The House of Mirth/overview.txt
71,0,0.378404204491161,finished_summaries/cliffnotes/The House of Mirth/overview.txt
72,0,0.3716887417218543,finished_summaries/sparknotes/The House of Mirth/overview.txt
73,0,0.5311871227364184,finished_summaries/gradesaver/The House of the Seven Gables/overview.json
74,0,0.5949474879364178,finished_summaries/shmoop/The House of the Seven Gables/overview.txt
75,0,0.4277997839395031,finished_summaries/cliffnotes/The House of the Seven Gables/overview.txt
76,0,0.41535526943252266,finished_summaries/sparknotes/The House of the Seven Gables/overview.txt
77,0,0.5584813227189221,finished_summaries/gradesaver/A Study in Scarlet/overview.json
78,0,0.3966118584952666,finished_summaries/shmoop/The Life of Timon of Athens/overview.txt
79,0,0.4927968206656731,finished_summaries/gradesaver/Hamlet/overview.json
80,0,0.36785364260045733,finished_summaries/shmoop/Hamlet/overview.txt
81,0,0.3447456015216358,finished_summaries/sparknotes/Hamlet/overview.txt
82,0,0.6970172684458399,finished_summaries/gradesaver/Othello/overview.json
83,0,0.5810891681627768,finished_summaries/shmoop/Othello/overview.txt
84,0,0.6860873932697137,finished_summaries/sparknotes/Othello/overview.txt
85,0,0.4761286131860993,finished_summaries/gradesaver/A Room With a View/overview.json
86,0,0.36358463726884777,finished_summaries/shmoop/A Room with a View/overview.txt
87,0,0.5609756097560975,finished_summaries/sparknotes/A Room with a View/overview.txt
88,0,0.5977742448330684,finished_summaries/gradesaver/Mary Barton/overview.json
89,0,0.38149044928705944,finished_summaries/gradesaver/Coriolanus/overview.json
90,0,0.2663107947805457,finished_summaries/shmoop/Coriolanus/overview.txt
91,0,0.3364389233954452,finished_summaries/sparknotes/Coriolanus/overview.txt
92,0,0.18197536200561917,finished_summaries/shmoop/Around the World in Eighty Days/overview.txt
93,0,0.5302107728337236,finished_summaries/gradesaver/Candide/overview.json
